id,titulo,enlace,imagen_principal,camaras,area,ciudad,precio,descripcion,habitaciones,banos,tamano,parqueos
2821450,"Apartamento en Renta en Mediterranium, Zona 15",https://mapainmueble.com/properties/apartamento-en-renta-en-mediterranium-zona-15-caa13596/,,11,Zona 15,"*Guatemala, Ciudad","$ 1,650Incluye Mantenimiento","¡Apartamento en Renta en Mediterranium, Zona 15! Disfruta de la comodidad y exclusividad q...",3,3,199 m2,2
2821437,"Hermoso apartamento en alquiler, Moradas del Acueducto Zona 10",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-moradas-del-acueducto-zona-10-caa13595/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-28-67c1bc4d00666-629x467.webp,12,Zona 10,"*Guatemala, Ciudad","$ 1,700",161 Mts2 Nivel medio 3 Dormitorios (Principal con 2 walk-in closet y baño) 2.5 Baños con m...,3,2.5,na,2
2821365,"Hermoso apartamento en alquiler, Pacífica Plaza zona 14",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-pacifica-plaza-zona-14-caa13594/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-28-67c1b7ef3fabd-600x467.webp,12,Zona 14,"*Guatemala, Ciudad","$ 2,000",248.54 Mts2 Nivel alto – vista espectacular 4 Dormitorios (2 con walk-in closet y pr...,4,2.5,na,2
2821352,"Hermoso Loft con jardín en alquiler, Edificio Zen Cayala Zona 16",https://mapainmueble.com/properties/hermoso-loft-con-jardin-en-alquiler-edificio-zen-cayala-zona-16-caa13593/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-28-67c1b70c265f2-620x467.webp,12,Zona 16,"*Guatemala, Ciudad","$ 3,200",2 Niveles 299 Mts2 3 Dormitorios con baño c/u (Principal con walk-in closet y baño) 2.5 Ba...,3,2.5,na,4
2821344,"Hermoso apartamento en alquiler, Edificio Senderos Zona 16",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-edificio-senderos-zona-16-caa13592/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-28-67c1b4de1b2c6-598x467.webp,7,Zona 16,"*Guatemala, Ciudad",$ 705,Nivel bajo 70 Mts2 2 Dormitorios 2 Baños Balcón Sala | Comedor | Cocina Área de lavandería...,2,2,na,2
2821320,"Hermoso apartamento amueblado en alquiler, Edificio Veinti4 Zona 10",https://mapainmueble.com/properties/hermoso-apartamento-amueblado-en-alquiler-edificio-veinti4-zona-10-caa13591/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-28-67c1b066780b9-607x467.webp,12,Zona 10,"*Guatemala, Ciudad","$ 1,300",109 Mts2 2 Dormitorios (Principal con walk-in closet y baño) Amplio balcón Sala | Comedor ...,2,1,na,2
2821316,Apartamento en renta en Jardi es Jardines De Las Charcas Zona 11 1 habitación,https://mapainmueble.com/properties/apartamento-en-renta-en-jardi-es-jardines-de-las-charcas-zona-11-1-habitacion-caa13588/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-28-67c19b9a10af8-835x467.webp,3,Zona 11,"*Guatemala, Ciudad",$ 500,🌸🌸Rento apartamento en Jardines De Las Charcas 1 zona 11 Nivel 6 con balcón 1 habitación S...,1,1,na,1
2821303,Apartamento en renta en edificio Mora Zona 10 amueblado 1 habitación,https://mapainmueble.com/properties/apartamento-en-renta-edificio-mira-zona-10-daa43833/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-28-67c191551f4bb-835x467.webp,2,Zona 10,"*Guatemala, Ciudad",$ 725,Apartamento en Renta de 53m2 en edificio Mira zona 10 * 1 habitacion + 1 ban̈o * 1 parqueo...,1,1,1 m2,1
2821282,"Hermoso apartamento en alquiler, Edificio Milenia Zona 10",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-edificio-milenia-zona-10-caa13587/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c13a31a36ba-600x467.webp,9,Zona 10,"*Guatemala, Ciudad","$ 2,200","235m2 totalmente amueblado, Nivel Alto, Atrás de Okland Mall Sala Comedor Cocina con gabin...",4,2.5,na,3
2821254,"Hermoso apartamento amueblado en alquiler, Edificio Milenia Zona 10",https://mapainmueble.com/properties/hermoso-apartamento-amueblado-en-alquiler-edificio-milenia-zona-10-caa13586/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c1376c7e2b8-640x467.webp,12,Zona 10,"*Guatemala, Ciudad","$ 2,000",198.751 Mts2 Nivel medio 3 Dormitorios (Principal amplio con walk-in closet y baño) 2.5 Ba...,3,2.5,199 m2,2
2821243,"Hermoso apartamento en alquiler, Edificio Jardines las Charcas I, zona 11",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-edificio-jardines-las-charcas-i-zona-11-caa13585/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c134c0154e4-611x467.webp,10,Zona 11,"*Guatemala, Ciudad",$ 743,Nivel bajo 85 Mts2 3 Dormitorios 2 Baños Balcón Sala I Comedor I Cocina 2 Parqueos Incluye...,3,2,na,2
2821231,"Hermoso apartamento en alquiler, Edificio Verona Zona 10",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-edificio-verona-zona-10-caa13584/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c13290a2648-835x467.webp,11,Zona 10,"*Guatemala, Ciudad","$ 1,275",100 Mts2 2 Dormitorios (Principal con walk-in closet y baño) 2 Baños Sala | Comedor | Coci...,2,2,100 m2,2
2821208,"Hermoso apartamento en alquiler, Edificio Atrium Zona 10",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-edificio-atrium-zona-10-caa13583/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c130f4a30a7-600x467.webp,11,Zona 10,"*Guatemala, Ciudad","$ 1,560",175 Mts2 2 Dormitorios con baño (Principal en segundo nivel) 2.5 Baños Balcón Sala | Comed...,2,2.5,na,2
2821177,Apartamento en renta en Centro Vivo 2 habitaciones,https://mapainmueble.com/properties/apartamento-en-renta-en-centro-vivo-2-habitaciones-daa43832/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c12fa322911-385x467.webp,2,Zona 1,"*Guatemala, Ciudad",$ 750,El apartamento cuenta con 2 habitaciones sala comedor cocina Balcon 1 baño si se dezea par...,2,1,60 m2,0
2821089,"Hermoso apartamento con jardín en alquiler, Edificio Bari km 18.5 Carretera a El Salvador",https://mapainmueble.com/properties/hermoso-apartamento-con-jardin-en-alquiler-edificio-bari-km-185-carretera-a-el-salvador-caa13582/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c12b468b8bd-624x467.webp,9,Carretera a El Salvador,"*Guatemala, Ciudad",$ 583,Apartamento: 64 Mts2 más Jardín: 30 Mts 3 Dormitorios con closet 1 Baño Sala | Comedor | C...,3,1,na,2
2821043,Apartamento en renta Lirios de Cayala Zona 162 habitaciones,https://mapainmueble.com/properties/apartamento-en-renta-lirios-de-cayala-zona-162-habitaciones-caa13581/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c12374b9708-835x467.webp,5,Zona 16,"*Guatemala, Ciudad","$ 1,300",Apartamento en renta en Lirios de Cayala zona 16 Cuenta Con 2 habitaciones 2 parqueos Balc...,2,2,80 m2,2
2821007,Apartamento en edificio Ancona Zona 1 de Mixco,https://mapainmueble.com/properties/apartamento-en-edificio-ancona-zona-1-de-mixco-caa13580/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c1210ad4c9a-600x467.webp,3,Zona 2 Mixco,"*Guatemala, Ciudad","$ 3,900",🌸🌸*SE RENTA APARTAMENTO EN EDIFICIO ANCONA EN ZONA 1 DE MIXCO* *Ingreso a Labor de Castill...,3,1,60 m2,2
2820972,"Hermoso apartamento en alquiler, Edificio Viu Cayalá, Zona 16",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-edificio-viu-cayala-zona-16-caa13579/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c11ddf5806a-600x467.webp,6,Zona 16,"*Guatemala, Ciudad","$ 3,000","Hermoso apartamento en venta, Edificio Viu Cayalá, Zona 16 Hermoso apartamento en alquiler...",3,3.5,200 m2,2
2820920,"RENTO/VENDO APTO .16 HACIENDA REAL REF.6730 *2 HAB, 1 BAÑO, 2 PARQUEOS, LINEA BLANCA, 76 M2*",https://mapainmueble.com/properties/rentovendo-apto-16-hacienda-real-ref6730-2-hab-1-bano-2-parqueos-linea-blanca-76-m2-caa13578/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c11bc0316fb-835x467.webp,16,Zona 16,"*Guatemala, Ciudad",$ 2,"RENTO/VENDO APTO .16 HACIENDA REAL REF.6730 *2 HAB, 1 BAÑO, 2 PARQUEOS, LINEA BLANCA, 76 M...",2,1,76 m2,2
2820856,"Hermoso apartamento en alquiler, Aoki, Zona 14",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-aoki-zona-14-caa13577/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c1162667a0a-835x467.webp,12,Zona 14,"*Guatemala, Ciudad",$ 775,Distribución en Mts2: Área habitable 62.75Mts Área de bodega 4.23Mts Área 1 parqueo 14.07M...,1,1.5,na,3
2820827,"Lindo apartamento para estrenar en alquiler, Vistana Zona 14",https://mapainmueble.com/properties/lindo-apartamento-para-estrenar-en-alquiler-vistana-zona-14-caa13576/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c1127a9922b-835x467.webp,10,Zona 14,"*Guatemala, Ciudad","$ 2,350","Lindo Apartamento para Estrenar – 169Mts2 – Sala, comedor y cocina – 3 D...",3,3.5,169 m2,2
2820810,"Apartamento en Alquiler Edificio Lindora Lofts, Zona 16 Código: 7617997",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-lindora-lofts-zona-16-codigo-7617997-daa43831/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c10a0e88e58-835x467.webp,7,Zona 16,"*Guatemala, Ciudad",$ 950,"Apartamento en Alquiler Edificio Lindora Lofts, Zona 16 Código: 7617997 Precio de Alquiler...",1,1,45 m2,1
2820531,Renta Zona 15 2 Hab 2 Baños 3 Balcones,https://mapainmueble.com/properties/renta-zona-15-2-hab-2-banos-3-balcones-daa43827/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c0d9f3ede48-1-373x467.webp,9,Zona 15,"*Guatemala, Ciudad","$ 1,100Incluye Mantenimiento",📍 Zona 15 – Edificio 3-85 🔹 Nivel: 3 🔹 Área: 80 m² 🔹 Distribución: 2 habitaciones 3 balcon...,2,2,80 m2,2
2820450,Renta 3 Habitaciones Zona 10,https://mapainmueble.com/properties/renta-3-habitaciones-zona-10-caa13574/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c0d2a761588-835x467.webp,12,Zona 10,"*Guatemala, Ciudad","$ 1,050Incluye mantenimiento",📍 Zona 10 – Edificio Brunello 🔹 Nivel: 11 🔹 Área: 66 m² 🔹 Distribución: 3 habitaciones (má...,3,2,69 m2,2
2820382,SEGHERIA ZONA 14 | APARTAMENTO SEMI AMUEBLADO EN RENTA,https://mapainmueble.com/properties/segheria-zona-14-apartamento-semi-amueblado-en-renta-daa43823/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c0b46731e1d-600x467.webp,7,Zona 14,"*Guatemala, Ciudad","$ 1,700",VIVE EN EL PARQUE URBANO MÁS GRANDE DE ZONA 14 Cuenta con una gran variedad de amenidades ...,3,2,132 m2,2
2820349,Apartamento de Lujo Amueblado en Renta en Cayalá Zona 16,https://mapainmueble.com/properties/apartamento-de-lujo-amueblado-en-renta-en-cayala-zona-16-daa43825/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c0c6c51b086-835x467.webp,14,Zona 16,"*Guatemala, Ciudad","$ 1,700Mensuales",Citas al 5630-9315 Luis Solórzano[email protected]linktr.ee/ejecutivo9315 City...,2,2,80 m2,1
2820315,PARQUE 14 APTO. EN RENTA DE UNA HABITACIÓN,https://mapainmueble.com/properties/parque-14-apto-en-renta-de-una-habitacion-daa43822/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c0ac62035a9-835x467.webp,8,Zona 14,"*Guatemala, Ciudad",$ 850,Edificio vanguardista ubicado sobre Avenida de Las Américas zona 14. Un lugar novedoso que...,1,1,56 m2,1
2820246,Alquilo apartamento para estrenar en Zona 14,https://mapainmueble.com/properties/alquilo-apartamento-para-estrenar-en-zona-14-caa13573/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c0a8d27932b-600x467.webp,15,Zona 14,"*Guatemala, Ciudad",$ 875Mantenimiento incluido,código 10516 Apto en renta para ESTRENAR UBICACIÓN ESTRATEGICA SOBRE AV LAS AMERICAS Edifi...,1,1,44 m2,1
2820235,RENTO APARTAMENTO Z.13 VERTICAL,https://mapainmueble.com/properties/rento-apartamento-z13-vertical-daa43821/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c0a82a20368-835x467.webp,10,Zona 13,"*Guatemala, Ciudad","$ 773Q5,950.00","RENTO APARTAMENTO Z.13 VERTICAL Tamaño 70mt2 Precio Q5,950.00 mantto incluido DESCRIPCIÓN ...",3,2,70 m2,2
2820205,Se alquila amplio apartamento en La Mirage zona 14,https://mapainmueble.com/properties/se-alquila-amplio-apartamento-en-la-mirage-zona-14-daa43819/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c0a66710ab8-450x467.webp,13,Zona 14,"*Guatemala, Ciudad","$ 2,800","Se alquila apartamento en segundo nivel en zona 14 edificio La Mirage, frente a la Embajad...",4,4,275 m2,2
2820165,APARTAMENTO EN RENTA ZONA 14,https://mapainmueble.com/properties/apartamento-en-renta-zona-14-daa43818/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c09ea817ea4-600x467.webp,10,Zona 14,"*Guatemala, Ciudad","$ 2,200+ Mantenimiento","Precio: $ 2,200 + Mantenimiento. Mantenimiento: Q 3,955 Área de Construcción: 295 mtr2 Amp...",2,2.5,295 m2,2
2820162,"Apartamento en Renta, Zona 10",https://mapainmueble.com/properties/apartamento-en-renta-zona-10-daa43817/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c09dfdd5fdf-835x467.webp,2,Zona 10,"*Guatemala, Ciudad",$ 581,• 30 m2 de construcción • 1 Habitación • 1 Baño • 1 Parqueo Habitación 1 con: • Baño • Clo...,1,1,na,1
2820145,"Apartamento en las Gemas, zona 11. 3 habitaciones, 2 parqueos, AMUEBLADO",https://mapainmueble.com/properties/apartamento-en-las-gemas-zona-11-3-habitaciones-2-parqueos-amueblado-daa43816/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c09d96997d0-835x467.webp,11,Zona 11,"*Guatemala, Ciudad","$ 1,150Mas mantenimiento (Neg)","Precioso apartamento en Condominio Las Gemas, zona 11, el sector con mejor plusvalia de la...",3,2.5,161 m2,2
2820109,Penthouse en Renta zona 10,https://mapainmueble.com/properties/penthouse-en-renta-zona-10-daa43815/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c09c967126d-835x467.webp,15,Zona 10,"*Guatemala, Ciudad","$ 1,300","Penthouse en Renta zona 10 • 259 m2 • 2 niveles • Estilo mediterráneo, completamente remod...",2,2,259 m2,2
2820077,"Apartamento en Renta, Zona 10",https://mapainmueble.com/properties/apartamento-en-renta-zona-10-daa43814/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c097d44c139-835x467.webp,6,Zona 10,"*Guatemala, Ciudad",$ 740,• 59 m2 de construcción • 2 Habitaciones • 1 Baño • 2 Parqueos Otros • Alacena Extras • Es...,2,1,na,2
2819991,APTO. EQUIPADO Y AMUEBLADO EN ALQUILER ZONA 15 VH 1,https://mapainmueble.com/properties/apto-equipado-y-amueblado-en-alquiler-zona-15-vh-1-daa43813/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c092ef38172-835x467.webp,17,Zona 15,"*Guatemala, Ciudad","$ 1,100","Apartamento en alquiler en Vista Hermosa 1, equipado y amueblado, 2 dormitorios, 2 baños, ...",2,2,na,2
2819836,Apartamento Serena de Arrazola Entrada a Olmeca Km. 19.5,https://mapainmueble.com/properties/apartamento-serena-de-arrazola-entrada-a-olmeca-km-195-daa43812/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c07f12476f3-835x467.webp,9,Carretera a El Salvador,"*Guatemala, Ciudad","$ 5,800Mantto Incluido + IVA",Construcción: 96 mts2 de Apto. + 24 mts2 de 2 parqueos tándem. Apartamento nivel bajo Sala...,3,2,96 m2,2
2819765,Zona 15 • Apartamento en renta • Edificio Parque 15,https://mapainmueble.com/properties/zona-15-apartamento-en-renta-edificio-parque-15-daa43811/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bffc45d11b2-835x467.webp,6,Zona 15,"*Guatemala, Ciudad",$ 8502 habitaciones,-Renta Incluye mantenimiento •Nivel 7 •67 M² •2 parqueos •Sala – Comedor – Coc...,2,2,67 m2,2
2819561,Apto en renta en ECHO z10,https://mapainmueble.com/properties/apto-en-renta-en-echo-z10-daa43810/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bfc795c9c4d-2-600x467.webp,45,Zona 14,"*Guatemala, Ciudad","$ 2,500Ma IVA","apartamento nivel bajo, en Echo. Con 146.3812 m2 2 parqueos 1 bodega 2 dormitorios , maste...",2,2.5,146 m2,2
2819476,Zona 10 • Apartamento en renta • Edificio Vista Verde • Amueblado y equipado,https://mapainmueble.com/properties/zona-10-apartamento-en-renta-edificio-vista-verde-amueblado-y-equipado-daa43790/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bec1004afb9-446x467.webp,11,Zona 10,"*Guatemala, Ciudad","$ 1,3003 habitaciones",-Renta Incluye mantenimiento Más IVA •175 M² •2 parqueos •Recibidor •Baño de visitas •Sala...,3,2.5,175 m2,2
2820109,Penthouse en Renta zona 10,https://mapainmueble.com/properties/penthouse-en-renta-zona-10-daa43815/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c09c967126d-835x467.webp,15,Zona 10,"*Guatemala, Ciudad","$ 1,300","Penthouse en Renta zona 10 • 259 m2 • 2 niveles • Estilo mediterráneo, completamente remod...",2,2,259 m2,2
2820077,"Apartamento en Renta, Zona 10",https://mapainmueble.com/properties/apartamento-en-renta-zona-10-daa43814/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c097d44c139-835x467.webp,6,Zona 10,"*Guatemala, Ciudad",$ 740,• 59 m2 de construcción • 2 Habitaciones • 1 Baño • 2 Parqueos Otros • Alacena Extras • Es...,2,1,na,2
2819991,APTO. EQUIPADO Y AMUEBLADO EN ALQUILER ZONA 15 VH 1,https://mapainmueble.com/properties/apto-equipado-y-amueblado-en-alquiler-zona-15-vh-1-daa43813/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c092ef38172-835x467.webp,17,Zona 15,"*Guatemala, Ciudad","$ 1,100","Apartamento en alquiler en Vista Hermosa 1, equipado y amueblado, 2 dormitorios, 2 baños, ...",2,2,na,2
2819836,Apartamento Serena de Arrazola Entrada a Olmeca Km. 19.5,https://mapainmueble.com/properties/apartamento-serena-de-arrazola-entrada-a-olmeca-km-195-daa43812/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-27-67c07f12476f3-835x467.webp,9,Carretera a El Salvador,"*Guatemala, Ciudad","$ 5,800Mantto Incluido + IVA",Construcción: 96 mts2 de Apto. + 24 mts2 de 2 parqueos tándem. Apartamento nivel bajo Sala...,3,2,96 m2,2
2819765,Zona 15 • Apartamento en renta • Edificio Parque 15,https://mapainmueble.com/properties/zona-15-apartamento-en-renta-edificio-parque-15-daa43811/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bffc45d11b2-835x467.webp,6,Zona 15,"*Guatemala, Ciudad",$ 8502 habitaciones,-Renta Incluye mantenimiento •Nivel 7 •67 M² •2 parqueos •Sala – Comedor – Coc...,2,2,67 m2,2
2819561,Apto en renta en ECHO z10,https://mapainmueble.com/properties/apto-en-renta-en-echo-z10-daa43810/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bfc795c9c4d-2-600x467.webp,45,Zona 14,"*Guatemala, Ciudad","$ 2,500Ma IVA","apartamento nivel bajo, en Echo. Con 146.3812 m2 2 parqueos 1 bodega 2 dormitorios , maste...",2,2.5,146 m2,2
2819476,Zona 10 • Apartamento en renta • Edificio Vista Verde • Amueblado y equipado,https://mapainmueble.com/properties/zona-10-apartamento-en-renta-edificio-vista-verde-amueblado-y-equipado-daa43790/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bec1004afb9-446x467.webp,11,Zona 10,"*Guatemala, Ciudad","$ 1,3003 habitaciones",-Renta Incluye mantenimiento Más IVA •175 M² •2 parqueos •Recibidor •Baño de visitas •Sala...,3,2.5,175 m2,2
2819472,Zona 10 • Apartamento en renta • Edificio Jardines del Acueducto,https://mapainmueble.com/properties/zona-10-apartamento-en-renta-edificio-jardines-del-acueducto-daa43791/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bec1877fca5-2-835x467.webp,42,Zona 10,"*Guatemala, Ciudad","$ 2,2003 habitaciones",-Renta Incluye mantenimiento Más IVA •230 M² •2 parqueos individuales •Recibidor •Baño de ...,3,2.5,230 m2,2
2819386,APARTAMENTO C/ VISTA A LOS VOLCANES 3 DORMITORIOS / EDIFICIO EN ZONA 7,https://mapainmueble.com/properties/apartamento-c-vista-a-los-volcanes-3-dormitorios-edificio-en-zona-7-daa43809/,,31,Zona 7,"*Guatemala, Ciudad",$ 565,"Tiene una ubicación privilegiada, con acceso tanto por la Calzada Roosevelt como por la Av...",3,2,138 m2,2
2818635,APARTAMENTO POR EL CENTRO COMERCIAL LA NORIA ZONA 14 DE 3 HAB AGT2511,https://mapainmueble.com/properties/apartamento-por-el-centro-comercial-la-noria-zona-14-de-3-hab-agt2511-daa43800/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf5d071a90d-600x467.webp,9,Zona 14,"*Guatemala, Ciudad","$ 1,150",«ALQUILOGT CÓDIGO: 2511 EDIFICIO VERSALLES – 3 Habitaciones y 2 baños – Cocina...,3,2,150 m2,2
2818625,Apartamento amueblado 20 calle zona 10,https://mapainmueble.com/properties/apartamento-amueblado-sobre-20-calle-zona-10-daa43799/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf5be4bdcf7-835x467.webp,9,Zona 10,"*Guatemala, Ciudad",$ 850,Zona 10 Alquilo Apartamento de 2 dormitorios Amueblado • 140 metros • sala / comedor • Coc...,2,2,140 m2,1
2818615,Apartamento en Alquiler  2 Dormitorios Zona 10,https://mapainmueble.com/properties/apartamento-en-alquiler-2-dormitorios-zona-10-daa43798/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf59771b208-835x467.webp,8,Zona 10,"*Guatemala, Ciudad","$ 1,335dls",Código 2290 – 93 mts – 2 dormitorios – 2 baños -Sala -Comedor -Cocina &#...,2,2,93 m2,2
2818517,Apartamento Lirios Cayala z16,https://mapainmueble.com/properties/apartamento-lirios-cayala-z16-daa43797/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf56fc8b5c8-2-835x467.webp,41,Zona 16,"*Guatemala, Ciudad","$ 1,500","Excelente ubicación, con opción a renta amueblado o sin amueblar. 84mts ubicado en el 3 ni...",2,2,84 m2,1
2818480,Apartamento en Zona 14,https://mapainmueble.com/properties/apartamento-en-zona-14-daa43796/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf4fa98e38a-835x467.webp,5,Zona 14,"*Guatemala, Ciudad",$ 900,Edificio – Parrilla – Piscina – Gimnasio – Área verde – Salón Social – Juegos infantiles A...,1,1,58 m2,1
2818368,Apto amoblado en renta CASA CLARA,https://mapainmueble.com/properties/apto-amoblado-en-renta-casa-clara-daa43795/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf481cb011c-2-600x467.webp,45,Zona 10,"*Guatemala, Ciudad","$ 1,300Más IVA",apartamento amoblado en renta o venta en casa Clara. una habitación un baño completo con w...,1,2,na,1
2818316,apto en renta ECHO z14,https://mapainmueble.com/properties/apto-en-renta-echo-z14-daa43794/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf464bde9fa-2-600x467.webp,51,Zona 14,"*Guatemala, Ciudad","$ 5,000Más IVA",Nivel alto 3 habitaciones con baño Master con walk in closet Sala Comedor Cocina abierta B...,3,3.5,350 m2,3
2818304,Apartamento 2 niveles + jardin en alquiler – ZEN CAYALA,https://mapainmueble.com/properties/apartamento-2-niveles-jardin-en-alquiler-zen-cayala-daa43793/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf41bc40aa2-800x467.webp,1,Zona 16,"*Guatemala, Ciudad","$ 3,300",Apartamento de 2 niveles con jardín en venta/renta en Zen Cayala zona 16. 299mts2 de apart...,3,4,299 m2,3
2818279,APARTAMENTO EN ALQUILER AMUEBLADO EN ZONA 5,https://mapainmueble.com/properties/apartamento-en-alquiler-amueblado-en-zona-5-daa43792/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf382120d57-835x467.webp,2,Zona 5,"*Guatemala, Ciudad",$ 850Más IVA,Apartamento Amueblado 1 Habitación con walking closet 1 baño Sala / Comedor / Cocina Lavan...,1,1,50 m2,0
2818164,"Hermoso apartamento en alquiler, Edificio Zen Cayalá Zona 16",https://mapainmueble.com/properties/hermoso-apartamento-en-alquiler-edificio-zen-cayala-zona-16-caa13570/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf30033e38b-601x467.webp,12,Zona 16,"*Guatemala, Ciudad","$ 2,750","A poca distancia a pie de Ciudad Cayala Esta cercano a colegios, universidades, comercios,...",3,2.5,na,2
2818109,"Se alquila apartamento con excelente ubicación, Condominio 20 calle cerca de la torre",https://mapainmueble.com/properties/se-alquila-apartamento-con-excelente-ubicacion-condominio-20-calle-cerca-de-la-torre-caa13569/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf2e6bc27cc-835x467.webp,8,Zona 10,"*Guatemala, Ciudad",$ 750,"Se encuentra cerca de centros comerciales, supermercados, hospitales 60mts de construcción...",1,1.5,60 m2,1
2818016,"Apartamento en alquiler, Edificio Torre Pamplona 14 calle, Zona 12",https://mapainmueble.com/properties/apartamento-en-alquiler-edificio-torre-pamplona-14-calle-zona-12-caa13568/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf2b8ce1de9-580x467.webp,11,Zona 12,"*Guatemala, Ciudad",$ 705,Se encuentra ubicado por Calzada Atanasio Tzul y 30 avenida de la zona 12 Pamplona. Esta c...,2,1,60 m2,2
2817994,Apartamento en Renta Zona 13 codigo.CA34685,https://mapainmueble.com/properties/apartamento-en-renta-zona-13-codigoca34685-caa13567/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf2b13ca406-2-835x467.webp,45,Zona 13,"*Guatemala, Ciudad","$ 1,500",Área 118 mts • 3 Habitaciones • 2.5 Baños • 2 Balcones • Cocina equipada • Lavandería equi...,3,2.5,118 m2,2
2817819,"Hermoso apartamento de 2 dormitorios en alquiler, Kanajuyu 2 Zona 16",https://mapainmueble.com/properties/hermoso-apartamento-de-2-dormitorios-en-alquiler-kanajuyu-2-zona-16-caa13566/,https://mapainmueble.com/wp-content/uploads/2025/02/2025-02-26-67bf215e12b73-835x467.webp,13,Zona 16,"*Guatemala, Ciudad",$ 577,Complejo de 8 apartamentos Lindo apartamento con toda la línea blanca área para sala-comed...,2,1,na,2
